"join_field","model_code","ref_label","ref_percent","bps_name","state_class_id","age_category","canopy_category","cur_scls_count","bps_count","bps_acres","ref_scls_acres","cur_scls_acres","cur_percent"
"13442_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,264,9376610,2085306,NA,59,0
"13540_64_66_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,175,9376610,2085306,NA,39,0
"13620_41_50_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,4,9376610,2085306,NA,1,0
"13620_51_63_64_65_66_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,7626,9376610,2085306,NA,1696,0
"13622_41_50_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,1306,9376610,2085306,NA,290,0
"13651_40_41_50_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,2437,9376610,2085306,NA,542,0
"13651_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,4294,9376610,2085306,NA,955,0
"13652_41_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,49501,9376610,2085306,NA,11009,1
"13652_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,3429,9376610,2085306,NA,763,0
"13653_41_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,4485,9376610,2085306,NA,997,0
"13660_50_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,154,9376610,2085306,NA,34,0
"13660_51_63_64_65_66_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,2351,9376610,2085306,NA,523,0
"13690_60_61_63_64_65_66_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,407,9376610,2085306,NA,91,0
"13700_60_63_64_65_66_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,1161,9376610,2085306,NA,258,0
"13730_63_64_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,36,9376610,2085306,NA,8,0
"13740_64_65_66_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,9,9376610,2085306,NA,2,0
"13770_60_61_63_64_65_66_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,2,9376610,2085306,NA,0,0
"13940_50_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,4384,9376610,2085306,NA,975,0
"13940_52_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,116,9376610,2085306,NA,26,0
"13950_41_42_43_49_52_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,674,9376610,2085306,NA,150,0
"13950_50_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,410,9376610,2085306,NA,91,0
"13950_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,6768,9376610,2085306,NA,1505,0
"14071_41_50_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,2963,9376610,2085306,NA,659,0
"14072_41_50_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,2057,9376610,2085306,NA,457,0
"14090_50_64_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,158,9376610,2085306,NA,35,0
"14110_49_51_52_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,1247,9376610,2085306,NA,277,0
"14120_39_40_41_42_43_50_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,76,9376610,2085306,NA,17,0
"14120_49_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,14,9376610,2085306,NA,3,0
"14120_52_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,39,9376610,2085306,NA,9,0
"14210_31_38_42_43_44_50_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,191,9376610,2085306,NA,42,0
"14210_49_52_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,2128,9376610,2085306,NA,473,0
"14440_41_50_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,352,9376610,2085306,NA,78,0
"14660_49_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,1007,9376610,2085306,NA,224,0
"14660_50_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,9,9376610,2085306,NA,2,0
"14710_41_50_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,1,9376610,2085306,NA,0,0
"14710_47_48_53_54_57_59_60_61_63_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,414,9376610,2085306,NA,92,0
"14710_49_52_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,603,9376610,2085306,NA,134,0
"14710_51_62_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,857,9376610,2085306,NA,191,0
"14710_64_65_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,12,9376610,2085306,NA,3,0
"14720_61_62_63_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,145,9376610,2085306,NA,32,0
"14720_64_65_66_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,87,9376610,2085306,NA,19,0
"14750_41_50_51_63_64_65_66_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,425,9376610,2085306,NA,95,0
"14770_40_41_50_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,2469,9376610,2085306,NA,549,0
"14770_63_64_65_66_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,23,9376610,2085306,NA,5,0
"14790_41_42_47_48_50_51_53_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,434,9376610,2085306,NA,97,0
"14790_52_62_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,3086,9376610,2085306,NA,686,0
"14790_60_61_63_64_65_66_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,4869,9376610,2085306,NA,1083,0
"14810_41_50_51_63_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,5055,9376610,2085306,NA,1124,0
"14920_41_50_51_52_63_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,54043,9376610,2085306,NA,12019,1
"14930_41_42_44_50_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,11,9376610,2085306,NA,2,0
"14930_52_62_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,735,9376610,2085306,NA,163,0
"14940_41_50_51_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,117,9376610,2085306,NA,26,0
"14940_63_65_66_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,202,9376610,2085306,NA,45,0
"15180_43_47_49_52_62_63_64_65_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,1567,9376610,2085306,NA,348,0
"15260_64_65_66_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,5,9376610,2085306,NA,1,0
