"join_field","model_code","ref_label","ref_percent","bps_name","state_class_id","age_category","canopy_category","cur_scls_count","bps_count","bps_acres","ref_scls_acres","cur_scls_acres","cur_percent"
"14090_50_64_UN","14090_50_64","UN",0,"Great Lakes Alvar",NA,NA,NA,2709,83185,18500,0,602,3
"14090_50_64_UE","14090_50_64","UE",0,"Great Lakes Alvar",NA,NA,NA,2524,83185,18500,0,561,3
"14110_49_51_52_A","14110_49_51_52","A",46,"Great Lakes Wet-Mesic Lakeplain Prairie","Early1:OPN","Early1","OPN",10166,1018706,226555,104215,2261,1
"14110_49_51_52_B","14110_49_51_52","B",27,"Great Lakes Wet-Mesic Lakeplain Prairie","Early2:OPN","Early2","OPN",1294,1018706,226555,61170,288,0
"14110_49_51_52_C","14110_49_51_52","C",27,"Great Lakes Wet-Mesic Lakeplain Prairie","Late1:CLS","Late1","CLS",153769,1018706,226555,61170,34197,15
"14110_49_51_52_D","14110_49_51_52","D",NA,"Great Lakes Wet-Mesic Lakeplain Prairie",NA,NA,NA,NA,1018706,226555,NA,NA,NA
"14110_49_51_52_E","14110_49_51_52","E",NA,"Great Lakes Wet-Mesic Lakeplain Prairie",NA,NA,NA,NA,1018706,226555,NA,NA,NA
"14110_49_51_52_Agriculture","14110_49_51_52","Agriculture",0,"Great Lakes Wet-Mesic Lakeplain Prairie",NA,NA,NA,462010,1018706,226555,0,102748,45
"14110_49_51_52_Urban","14110_49_51_52","Urban",0,"Great Lakes Wet-Mesic Lakeplain Prairie",NA,NA,NA,299908,1018706,226555,0,66698,29
"14110_49_51_52_Water","14110_49_51_52","Water",0,"Great Lakes Wet-Mesic Lakeplain Prairie",NA,NA,NA,NA,1018706,226555,0,NA,NA
"14110_49_51_52_UN","14110_49_51_52","UN",0,"Great Lakes Wet-Mesic Lakeplain Prairie",NA,NA,NA,873,1018706,226555,0,194,0
"14110_49_51_52_UE","14110_49_51_52","UE",0,"Great Lakes Wet-Mesic Lakeplain Prairie",NA,NA,NA,90686,1018706,226555,0,20168,9
"14120_39_40_41_42_43_50_51_A","14120_39_40_41_42_43_50_51","A",80,"North-Central Interior Sand and Gravel Tallgrass Prairie","Early1:OPN","Early1","OPN",141,679428,151101,120881,31,0
"14120_39_40_41_42_43_50_51_B","14120_39_40_41_42_43_50_51","B",16,"North-Central Interior Sand and Gravel Tallgrass Prairie","Mid1:ALL","Mid1","ALL",746,679428,151101,24176,166,0
"14120_39_40_41_42_43_50_51_C","14120_39_40_41_42_43_50_51","C",4,"North-Central Interior Sand and Gravel Tallgrass Prairie","Mid2:ALL","Mid2","ALL",59,679428,151101,6044,13,0
"14120_39_40_41_42_43_50_51_D","14120_39_40_41_42_43_50_51","D",NA,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,NA,679428,151101,NA,NA,NA
"14120_39_40_41_42_43_50_51_E","14120_39_40_41_42_43_50_51","E",NA,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,NA,679428,151101,NA,NA,NA
"14120_39_40_41_42_43_50_51_Agriculture","14120_39_40_41_42_43_50_51","Agriculture",0,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,429697,679428,151101,0,95562,63
"14120_39_40_41_42_43_50_51_Urban","14120_39_40_41_42_43_50_51","Urban",0,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,147716,679428,151101,0,32851,22
"14120_39_40_41_42_43_50_51_Water","14120_39_40_41_42_43_50_51","Water",0,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,NA,679428,151101,0,NA,NA
"14120_39_40_41_42_43_50_51_UN","14120_39_40_41_42_43_50_51","UN",0,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,54511,679428,151101,0,12123,8
"14120_39_40_41_42_43_50_51_UE","14120_39_40_41_42_43_50_51","UE",0,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,46558,679428,151101,0,10354,7
"14120_49_A","14120_49","A",80,"North-Central Interior Sand and Gravel Tallgrass Prairie","Early1:OPN","Early1","OPN",21,415,92,74,5,5
"14120_49_B","14120_49","B",16,"North-Central Interior Sand and Gravel Tallgrass Prairie","Mid1:ALL","Mid1","ALL",2,415,92,15,0,0
"14120_49_C","14120_49","C",4,"North-Central Interior Sand and Gravel Tallgrass Prairie","Mid2:ALL","Mid2","ALL",4,415,92,4,1,1
"14120_49_D","14120_49","D",NA,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,NA,415,92,NA,NA,NA
"14120_49_E","14120_49","E",NA,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,NA,415,92,NA,NA,NA
"14120_49_Agriculture","14120_49","Agriculture",0,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,87,415,92,0,19,21
"14120_49_Urban","14120_49","Urban",0,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,143,415,92,0,32,34
"14120_49_Water","14120_49","Water",0,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,NA,415,92,0,NA,NA
"14120_49_UN","14120_49","UN",0,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,118,415,92,0,26,28
"14120_49_UE","14120_49","UE",0,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,40,415,92,0,9,10
"14120_52_A","14120_52","A",81,"North-Central Interior Sand and Gravel Tallgrass Prairie","Early1:OPN","Early1","OPN",2,14767,3284,2660,0,0
"14120_52_B","14120_52","B",16,"North-Central Interior Sand and Gravel Tallgrass Prairie","Mid1:ALL","Mid1","ALL",2,14767,3284,525,0,0
"14120_52_C","14120_52","C",3,"North-Central Interior Sand and Gravel Tallgrass Prairie","Mid2:ALL","Mid2","ALL",39,14767,3284,99,9,0
"14120_52_D","14120_52","D",NA,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,NA,14767,3284,NA,NA,NA
"14120_52_E","14120_52","E",NA,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,NA,14767,3284,NA,NA,NA
"14120_52_Agriculture","14120_52","Agriculture",0,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,8543,14767,3284,0,1900,58
"14120_52_Urban","14120_52","Urban",0,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,1995,14767,3284,0,444,14
"14120_52_Water","14120_52","Water",0,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,NA,14767,3284,0,NA,NA
"14120_52_UN","14120_52","UN",0,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,1878,14767,3284,0,418,13
"14120_52_UE","14120_52","UE",0,"North-Central Interior Sand and Gravel Tallgrass Prairie",NA,NA,NA,2308,14767,3284,0,513,16
"14210_31_38_42_43_44_50_51_A","14210_31_38_42_43_44_50_51","A",40,"Central Tallgrass Prairie","Early1:OPN","Early1","OPN",14644,965081,214629,85851,3257,2
"14210_31_38_42_43_44_50_51_B","14210_31_38_42_43_44_50_51","B",58,"Central Tallgrass Prairie","Mid1:OPN","Mid1","OPN",17,965081,214629,124485,4,0
"14210_31_38_42_43_44_50_51_C","14210_31_38_42_43_44_50_51","C",2,"Central Tallgrass Prairie","Late1:ALL","Late1","ALL",1099,965081,214629,4293,244,0
"14210_31_38_42_43_44_50_51_D","14210_31_38_42_43_44_50_51","D",NA,"Central Tallgrass Prairie",NA,NA,NA,NA,965081,214629,NA,NA,NA
"14210_31_38_42_43_44_50_51_E","14210_31_38_42_43_44_50_51","E",NA,"Central Tallgrass Prairie",NA,NA,NA,NA,965081,214629,NA,NA,NA
"14210_31_38_42_43_44_50_51_Agriculture","14210_31_38_42_43_44_50_51","Agriculture",0,"Central Tallgrass Prairie",NA,NA,NA,548339,965081,214629,0,121948,57
"14210_31_38_42_43_44_50_51_Urban","14210_31_38_42_43_44_50_51","Urban",0,"Central Tallgrass Prairie",NA,NA,NA,186878,965081,214629,0,41561,19
"14210_31_38_42_43_44_50_51_Water","14210_31_38_42_43_44_50_51","Water",0,"Central Tallgrass Prairie",NA,NA,NA,NA,965081,214629,0,NA,NA
"14210_31_38_42_43_44_50_51_UN","14210_31_38_42_43_44_50_51","UN",0,"Central Tallgrass Prairie",NA,NA,NA,125172,965081,214629,0,27838,13
"14210_31_38_42_43_44_50_51_UE","14210_31_38_42_43_44_50_51","UE",0,"Central Tallgrass Prairie",NA,NA,NA,88932,965081,214629,0,19778,9
"14210_49_52_A","14210_49_52","A",40,"Central Tallgrass Prairie","Early1:OPN","Early1","OPN",31602,1907402,424196,169678,7028,2
"14210_49_52_B","14210_49_52","B",58,"Central Tallgrass Prairie","Mid1:OPN","Mid1","OPN",871,1907402,424196,246034,194,0
"14210_49_52_C","14210_49_52","C",2,"Central Tallgrass Prairie","Late1:ALL","Late1","ALL",454,1907402,424196,8484,101,0
"14210_49_52_D","14210_49_52","D",NA,"Central Tallgrass Prairie",NA,NA,NA,NA,1907402,424196,NA,NA,NA
"14210_49_52_E","14210_49_52","E",NA,"Central Tallgrass Prairie",NA,NA,NA,NA,1907402,424196,NA,NA,NA
"14210_49_52_Agriculture","14210_49_52","Agriculture",0,"Central Tallgrass Prairie",NA,NA,NA,368288,1907402,424196,0,81905,19
"14210_49_52_Urban","14210_49_52","Urban",0,"Central Tallgrass Prairie",NA,NA,NA,1267655,1907402,424196,0,281919,66
"14210_49_52_Water","14210_49_52","Water",0,"Central Tallgrass Prairie",NA,NA,NA,NA,1907402,424196,0,NA,NA
"14210_49_52_UN","14210_49_52","UN",0,"Central Tallgrass Prairie",NA,NA,NA,163521,1907402,424196,0,36366,9
"14210_49_52_UE","14210_49_52","UE",0,"Central Tallgrass Prairie",NA,NA,NA,75011,1907402,424196,0,16682,4
"14440_41_50_51_A","14440_41_50_51","A",15,"Eastern Boreal Floodplain","Early1:ALL","Early1","ALL",2849,1270751,282608,42391,634,0
"14440_41_50_51_B","14440_41_50_51","B",35,"Eastern Boreal Floodplain","Mid1:OPN","Mid1","OPN",11879,1270751,282608,98913,2642,1
"14440_41_50_51_C","14440_41_50_51","C",37,"Eastern Boreal Floodplain","Mid1:CLS","Mid1","CLS",706194,1270751,282608,104565,157054,56
"14440_41_50_51_D","14440_41_50_51","D",13,"Eastern Boreal Floodplain","Late1:CLS","Late1","CLS",4787,1270751,282608,36739,1065,0
"14440_41_50_51_E","14440_41_50_51","E",NA,"Eastern Boreal Floodplain",NA,NA,NA,NA,1270751,282608,NA,NA,NA
"14440_41_50_51_Agriculture","14440_41_50_51","Agriculture",0,"Eastern Boreal Floodplain",NA,NA,NA,20015,1270751,282608,0,4451,2
"14440_41_50_51_Urban","14440_41_50_51","Urban",0,"Eastern Boreal Floodplain",NA,NA,NA,18354,1270751,282608,0,4082,1
"14440_41_50_51_Water","14440_41_50_51","Water",0,"Eastern Boreal Floodplain",NA,NA,NA,NA,1270751,282608,0,NA,NA
"14440_41_50_51_UN","14440_41_50_51","UN",0,"Eastern Boreal Floodplain",NA,NA,NA,491237,1270751,282608,0,109248,39
"14440_41_50_51_UE","14440_41_50_51","UE",0,"Eastern Boreal Floodplain",NA,NA,NA,15436,1270751,282608,0,3433,1
"14660_49_A","14660_49","A",26,"Great Lakes Wooded Dune and Swale","Early1:OPN","Early1","OPN",1499,450557,100201,26052,333,0
"14660_49_B","14660_49","B",37,"Great Lakes Wooded Dune and Swale","Mid1:OPN","Mid1","OPN",24329,450557,100201,37075,5411,5
"14660_49_C","14660_49","C",37,"Great Lakes Wooded Dune and Swale","Late1:OPN","Late1","OPN",102090,450557,100201,37075,22704,23
"14660_49_D","14660_49","D",NA,"Great Lakes Wooded Dune and Swale",NA,NA,NA,NA,450557,100201,NA,NA,NA
"14660_49_E","14660_49","E",NA,"Great Lakes Wooded Dune and Swale",NA,NA,NA,NA,450557,100201,NA,NA,NA
"14660_49_Agriculture","14660_49","Agriculture",0,"Great Lakes Wooded Dune and Swale",NA,NA,NA,14068,450557,100201,0,3129,3
"14660_49_Urban","14660_49","Urban",0,"Great Lakes Wooded Dune and Swale",NA,NA,NA,280962,450557,100201,0,62484,62
"14660_49_Water","14660_49","Water",0,"Great Lakes Wooded Dune and Swale",NA,NA,NA,NA,450557,100201,0,NA,NA
"14660_49_UN","14660_49","UN",0,"Great Lakes Wooded Dune and Swale",NA,NA,NA,NA,450557,100201,0,NA,NA
"14660_49_UE","14660_49","UE",0,"Great Lakes Wooded Dune and Swale",NA,NA,NA,27609,450557,100201,0,6140,6
"14660_50_51_A","14660_50_51","A",23,"Great Lakes Wooded Dune and Swale","Early1:OPN","Early1","OPN",5938,244091,54284,12485,1321,2
"14660_50_51_B","14660_50_51","B",23,"Great Lakes Wooded Dune and Swale","Early2:OPN","Early2","OPN",988,244091,54284,12485,220,0
"14660_50_51_C","14660_50_51","C",27,"Great Lakes Wooded Dune and Swale","Late1:CLS","Late1","CLS",190284,244091,54284,14657,42318,78
"14660_50_51_D","14660_50_51","D",27,"Great Lakes Wooded Dune and Swale","Late2:CLS","Late2","CLS",5722,244091,54284,14657,1273,2
"14660_50_51_E","14660_50_51","E",NA,"Great Lakes Wooded Dune and Swale",NA,NA,NA,NA,244091,54284,NA,NA,NA
"14660_50_51_Agriculture","14660_50_51","Agriculture",0,"Great Lakes Wooded Dune and Swale",NA,NA,NA,11158,244091,54284,0,2481,5
"14660_50_51_Urban","14660_50_51","Urban",0,"Great Lakes Wooded Dune and Swale",NA,NA,NA,15898,244091,54284,0,3536,7
"14660_50_51_Water","14660_50_51","Water",0,"Great Lakes Wooded Dune and Swale",NA,NA,NA,NA,244091,54284,0,NA,NA
"14660_50_51_UN","14660_50_51","UN",0,"Great Lakes Wooded Dune and Swale",NA,NA,NA,NA,244091,54284,0,NA,NA
"14660_50_51_UE","14660_50_51","UE",0,"Great Lakes Wooded Dune and Swale",NA,NA,NA,14103,244091,54284,0,3136,6
"14710_41_50_A","14710_41_50","A",15,"Central Interior and Appalachian Floodplain Systems","Early1:ALL","Early1","ALL",6,161218,35854,5378,1,0
"14710_41_50_B","14710_41_50","B",23,"Central Interior and Appalachian Floodplain Systems","Mid1:OPN","Mid1","OPN",962,161218,35854,8246,214,1
"14710_41_50_C","14710_41_50","C",45,"Central Interior and Appalachian Floodplain Systems","Mid1:CLS","Mid1","CLS",43600,161218,35854,16134,9696,27
"14710_41_50_D","14710_41_50","D",17,"Central Interior and Appalachian Floodplain Systems","Late1:CLS","Late1","CLS",NA,161218,35854,6095,NA,NA
"14710_41_50_E","14710_41_50","E",NA,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,NA,161218,35854,NA,NA,NA
"14710_41_50_Agriculture","14710_41_50","Agriculture",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,4085,161218,35854,0,908,3
"14710_41_50_Urban","14710_41_50","Urban",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,2505,161218,35854,0,557,2
"14710_41_50_Water","14710_41_50","Water",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,NA,161218,35854,0,NA,NA
"14710_41_50_UN","14710_41_50","UN",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,104020,161218,35854,0,23133,65
"14710_41_50_UE","14710_41_50","UE",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,6040,161218,35854,0,1343,4
"14710_47_48_53_54_57_59_60_61_63_A","14710_47_48_53_54_57_59_60_61_63","A",9,"Central Interior and Appalachian Floodplain Systems","Early1:ALL","Early1","ALL",54153,1153584,256551,23090,12043,5
"14710_47_48_53_54_57_59_60_61_63_B","14710_47_48_53_54_57_59_60_61_63","B",25,"Central Interior and Appalachian Floodplain Systems","Mid1:CLS","Mid1","CLS",77654,1153584,256551,64138,17270,7
"14710_47_48_53_54_57_59_60_61_63_C","14710_47_48_53_54_57_59_60_61_63","C",6,"Central Interior and Appalachian Floodplain Systems","Mid1:OPN","Mid1","OPN",232371,1153584,256551,15393,51678,20
"14710_47_48_53_54_57_59_60_61_63_D","14710_47_48_53_54_57_59_60_61_63","D",12,"Central Interior and Appalachian Floodplain Systems","Late1:OPN","Late1","OPN",3,1153584,256551,30786,1,0
"14710_47_48_53_54_57_59_60_61_63_E","14710_47_48_53_54_57_59_60_61_63","E",48,"Central Interior and Appalachian Floodplain Systems","Late1:CLS","Late1","CLS",9,1153584,256551,123144,2,0
"14710_47_48_53_54_57_59_60_61_63_Agriculture","14710_47_48_53_54_57_59_60_61_63","Agriculture",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,418064,1153584,256551,0,92975,36
"14710_47_48_53_54_57_59_60_61_63_Urban","14710_47_48_53_54_57_59_60_61_63","Urban",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,176018,1153584,256551,0,39145,15
"14710_47_48_53_54_57_59_60_61_63_Water","14710_47_48_53_54_57_59_60_61_63","Water",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,NA,1153584,256551,0,NA,NA
"14710_47_48_53_54_57_59_60_61_63_UN","14710_47_48_53_54_57_59_60_61_63","UN",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,113218,1153584,256551,0,25179,10
"14710_47_48_53_54_57_59_60_61_63_UE","14710_47_48_53_54_57_59_60_61_63","UE",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,82094,1153584,256551,0,18257,7
"14710_49_52_A","14710_49_52","A",15,"Central Interior and Appalachian Floodplain Systems","Early1:ALL","Early1","ALL",40,1065479,236957,35544,9,0
"14710_49_52_B","14710_49_52","B",23,"Central Interior and Appalachian Floodplain Systems","Mid1:OPN","Mid1","OPN",999,1065479,236957,54500,222,0
"14710_49_52_C","14710_49_52","C",45,"Central Interior and Appalachian Floodplain Systems","Mid1:CLS","Mid1","CLS",161339,1065479,236957,106631,35881,15
"14710_49_52_D","14710_49_52","D",17,"Central Interior and Appalachian Floodplain Systems","Late1:CLS","Late1","CLS",372,1065479,236957,40283,83,0
"14710_49_52_E","14710_49_52","E",NA,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,NA,1065479,236957,NA,NA,NA
"14710_49_52_Agriculture","14710_49_52","Agriculture",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,579717,1065479,236957,0,128926,54
"14710_49_52_Urban","14710_49_52","Urban",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,121714,1065479,236957,0,27069,11
"14710_49_52_Water","14710_49_52","Water",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,NA,1065479,236957,0,NA,NA
"14710_49_52_UN","14710_49_52","UN",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,78805,1065479,236957,0,17526,7
"14710_49_52_UE","14710_49_52","UE",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,122493,1065479,236957,0,27242,11
"14710_51_62_A","14710_51_62","A",15,"Central Interior and Appalachian Floodplain Systems","Early1:ALL","Early1","ALL",2817,5816413,1293538,194031,626,0
"14710_51_62_B","14710_51_62","B",23,"Central Interior and Appalachian Floodplain Systems","Mid1:OPN","Mid1","OPN",45625,5816413,1293538,297514,10147,1
"14710_51_62_C","14710_51_62","C",44,"Central Interior and Appalachian Floodplain Systems","Mid1:CLS","Mid1","CLS",2294150,5816413,1293538,569157,510206,39
"14710_51_62_D","14710_51_62","D",18,"Central Interior and Appalachian Floodplain Systems","Late1:CLS","Late1","CLS",907,5816413,1293538,232837,202,0
"14710_51_62_E","14710_51_62","E",NA,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,NA,5816413,1293538,NA,NA,NA
"14710_51_62_Agriculture","14710_51_62","Agriculture",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,499659,5816413,1293538,0,111121,9
"14710_51_62_Urban","14710_51_62","Urban",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,245137,5816413,1293538,0,54517,4
"14710_51_62_Water","14710_51_62","Water",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,NA,5816413,1293538,0,NA,NA
"14710_51_62_UN","14710_51_62","UN",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,2334965,5816413,1293538,0,519283,40
"14710_51_62_UE","14710_51_62","UE",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,393153,5816413,1293538,0,87435,7
"14710_64_65_A","14710_64_65","A",9,"Central Interior and Appalachian Floodplain Systems","Early1:ALL","Early1","ALL",67263,891193,198196,17838,14959,8
"14710_64_65_B","14710_64_65","B",25,"Central Interior and Appalachian Floodplain Systems","Mid1:CLS","Mid1","CLS",76340,891193,198196,49549,16978,9
"14710_64_65_C","14710_64_65","C",6,"Central Interior and Appalachian Floodplain Systems","Mid1:OPN","Mid1","OPN",212279,891193,198196,11892,47210,24
"14710_64_65_D","14710_64_65","D",13,"Central Interior and Appalachian Floodplain Systems","Late1:OPN","Late1","OPN",6,891193,198196,25766,1,0
"14710_64_65_E","14710_64_65","E",47,"Central Interior and Appalachian Floodplain Systems","Late1:CLS","Late1","CLS",10,891193,198196,93152,2,0
"14710_64_65_Agriculture","14710_64_65","Agriculture",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,212748,891193,198196,0,47314,24
"14710_64_65_Urban","14710_64_65","Urban",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,50696,891193,198196,0,11275,6
"14710_64_65_Water","14710_64_65","Water",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,NA,891193,198196,0,NA,NA
"14710_64_65_UN","14710_64_65","UN",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,160704,891193,198196,0,35740,18
"14710_64_65_UE","14710_64_65","UE",0,"Central Interior and Appalachian Floodplain Systems",NA,NA,NA,111147,891193,198196,0,24718,12
"14720_49_A","14720_49","A",16,"Central Interior and Appalachian Riparian Systems","Early1:ALL","Early1","ALL",208,15150,3369,539,46,1
"14720_49_B","14720_49","B",22,"Central Interior and Appalachian Riparian Systems","Mid1:CLS","Mid1","CLS",1279,15150,3369,741,284,8
"14720_49_C","14720_49","C",13,"Central Interior and Appalachian Riparian Systems","Mid1:OPN","Mid1","OPN",2337,15150,3369,438,520,15
"14720_49_D","14720_49","D",39,"Central Interior and Appalachian Riparian Systems","Late1:OPN","Late1","OPN",NA,15150,3369,1314,NA,NA
"14720_49_E","14720_49","E",10,"Central Interior and Appalachian Riparian Systems","Late1:CLS","Late1","CLS",NA,15150,3369,337,NA,NA
"14720_49_Agriculture","14720_49","Agriculture",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,9041,15150,3369,0,2011,60
"14720_49_Urban","14720_49","Urban",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,1035,15150,3369,0,230,7
"14720_49_Water","14720_49","Water",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,NA,15150,3369,0,NA,NA
"14720_49_UN","14720_49","UN",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,NA,15150,3369,0,NA,NA
"14720_49_UE","14720_49","UE",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,1250,15150,3369,0,278,8
"14720_61_62_63_A","14720_61_62_63","A",16,"Central Interior and Appalachian Riparian Systems","Early1:ALL","Early1","ALL",91720,2114879,470337,75254,20398,4
"14720_61_62_63_B","14720_61_62_63","B",22,"Central Interior and Appalachian Riparian Systems","Mid1:CLS","Mid1","CLS",519750,2114879,470337,103474,115590,25
"14720_61_62_63_C","14720_61_62_63","C",13,"Central Interior and Appalachian Riparian Systems","Mid1:OPN","Mid1","OPN",381288,2114879,470337,61144,84796,18
"14720_61_62_63_D","14720_61_62_63","D",39,"Central Interior and Appalachian Riparian Systems","Late1:OPN","Late1","OPN",39,2114879,470337,183432,9,0
"14720_61_62_63_E","14720_61_62_63","E",10,"Central Interior and Appalachian Riparian Systems","Late1:CLS","Late1","CLS",249,2114879,470337,47034,55,0
"14720_61_62_63_Agriculture","14720_61_62_63","Agriculture",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,569614,2114879,470337,0,126679,27
"14720_61_62_63_Urban","14720_61_62_63","Urban",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,267000,2114879,470337,0,59379,13
"14720_61_62_63_Water","14720_61_62_63","Water",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,NA,2114879,470337,0,NA,NA
"14720_61_62_63_UN","14720_61_62_63","UN",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,NA,2114879,470337,0,NA,NA
"14720_61_62_63_UE","14720_61_62_63","UE",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,285219,2114879,470337,0,63431,13
"14720_64_65_66_A","14720_64_65_66","A",16,"Central Interior and Appalachian Riparian Systems","Early1:ALL","Early1","ALL",181684,1373783,305522,48883,40406,13
"14720_64_65_66_B","14720_64_65_66","B",22,"Central Interior and Appalachian Riparian Systems","Mid1:CLS","Mid1","CLS",454547,1373783,305522,67215,101089,33
"14720_64_65_66_C","14720_64_65_66","C",13,"Central Interior and Appalachian Riparian Systems","Mid1:OPN","Mid1","OPN",383712,1373783,305522,39718,85335,28
"14720_64_65_66_D","14720_64_65_66","D",40,"Central Interior and Appalachian Riparian Systems","Late1:OPN","Late1","OPN",2,1373783,305522,122209,0,0
"14720_64_65_66_E","14720_64_65_66","E",9,"Central Interior and Appalachian Riparian Systems","Late1:CLS","Late1","CLS",5,1373783,305522,27497,1,0
"14720_64_65_66_Agriculture","14720_64_65_66","Agriculture",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,175829,1373783,305522,0,39103,13
"14720_64_65_66_Urban","14720_64_65_66","Urban",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,52561,1373783,305522,0,11689,4
"14720_64_65_66_Water","14720_64_65_66","Water",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,NA,1373783,305522,0,NA,NA
"14720_64_65_66_UN","14720_64_65_66","UN",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,NA,1373783,305522,0,NA,NA
"14720_64_65_66_UE","14720_64_65_66","UE",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,125443,1373783,305522,0,27898,9
"14750_41_50_51_63_64_65_66_A","14750_41_50_51_63_64_65_66","A",16,"Laurentian-Acadian Floodplain Systems","Early1:ALL","Early1","ALL",163,4549314,1011742,161879,36,0
"14750_41_50_51_63_64_65_66_B","14750_41_50_51_63_64_65_66","B",23,"Laurentian-Acadian Floodplain Systems","Mid1:OPN","Mid1","OPN",316518,4549314,1011742,232701,70392,7
"14750_41_50_51_63_64_65_66_C","14750_41_50_51_63_64_65_66","C",44,"Laurentian-Acadian Floodplain Systems","Mid1:CLS","Mid1","CLS",1709645,4549314,1011742,445167,380216,38
"14750_41_50_51_63_64_65_66_D","14750_41_50_51_63_64_65_66","D",17,"Laurentian-Acadian Floodplain Systems","Late1:CLS","Late1","CLS",9,4549314,1011742,171996,2,0
"14750_41_50_51_63_64_65_66_E","14750_41_50_51_63_64_65_66","E",NA,"Laurentian-Acadian Floodplain Systems",NA,NA,NA,NA,4549314,1011742,NA,NA,NA
"14750_41_50_51_63_64_65_66_Agriculture","14750_41_50_51_63_64_65_66","Agriculture",0,"Laurentian-Acadian Floodplain Systems",NA,NA,NA,507081,4549314,1011742,0,112772,11
"14750_41_50_51_63_64_65_66_Urban","14750_41_50_51_63_64_65_66","Urban",0,"Laurentian-Acadian Floodplain Systems",NA,NA,NA,124613,4549314,1011742,0,27713,3
"14750_41_50_51_63_64_65_66_Water","14750_41_50_51_63_64_65_66","Water",0,"Laurentian-Acadian Floodplain Systems",NA,NA,NA,NA,4549314,1011742,0,NA,NA
