OID_,Value,Count,Clip_bps_220,Clip_evt_230,BPS_MODEL,BPS_NAME,GROUPVEG,EVT_NAME,EVT_PHYS
5208,5208,229.000000000000000,1563,7928,13100_44_50,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Developed Shrubland,Developed
5209,5209,53833.000000000000000,1566,7310,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
5210,5210,132.000000000000000,1566,7366,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer
5211,5211,1971.000000000000000,1566,7906,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Urban Evergreen Forest,Developed
5212,5212,204.000000000000000,1566,7407,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Laurentian Pine Barrens,Conifer
5213,5213,43639.000000000000000,1566,9178,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior and Appalachian Rich Swamp,Riparian
5214,5214,56.000000000000000,1566,9120,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Laurentian-Acadian Wet Meadow,Riparian
5215,5215,29409.000000000000000,1566,9318,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
5216,5216,1.000000000000000,1566,9114,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Laurentian-Acadian Alkaline Fen,Riparian
5217,5217,3.000000000000000,1566,9055,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Boreal-Laurentian Bog,Riparian
5218,5218,9.000000000000000,1568,9179,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,North-Central Interior Floodplain Forest,Riparian
5219,5219,3856.000000000000000,1566,7927,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Developed Mixed Forest,Developed
5220,5220,132.000000000000000,1570,9677,13940_50_51,North-Central Interior Oak Savanna,Hardwood,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian
5221,5221,443.000000000000000,1572,7908,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Urban Herbaceous,Developed
5222,5222,226.000000000000000,1572,7297,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Developed-Medium Intensity,Developed-Medium Intensity
5223,5223,16024.000000000000000,1583,9180,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,North-Central Interior Freshwater Marsh,Riparian
5224,5224,165.000000000000000,1572,7929,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Developed Herbaceous,Developed
5225,5225,898.000000000000000,1572,9817,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Northern & Central Ruderal Meadow,Exotic Herbaceous
5226,5226,9342.000000000000000,1566,7929,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Developed Herbaceous,Developed
5227,5227,8312.000000000000000,1586,9180,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,North-Central Interior Freshwater Marsh,Riparian
5228,5228,18814.000000000000000,1581,9180,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,North-Central Interior Freshwater Marsh,Riparian
5229,5229,7780.000000000000000,1561,9180,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Freshwater Marsh,Riparian
5230,5230,26.000000000000000,1566,9112,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Laurentian Jack Pine-Red Pine Forest,Conifer
5231,5231,570.000000000000000,1572,7481,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian
5232,5232,1159.000000000000000,1572,7311,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Interior Dry Oak Forest and Woodland,Hardwood
5233,5233,7147.000000000000000,1572,7974,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Row Crop,Agricultural
5234,5234,75.000000000000000,1566,7242,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Laurentian Oak Barrens,Hardwood
5235,5235,2289.000000000000000,1572,7975,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Close Grown Crop,Agricultural
5236,5236,459.000000000000000,1572,7296,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Developed-Low Intensity,Developed-Low Intensity
5237,5237,1816.000000000000000,1572,7299,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Developed-Roads,Developed-Roads
5238,5238,2.000000000000000,1565,9202,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,Northern Great Lakes Coastal Marsh,Riparian
5239,5239,216.000000000000000,1572,7978,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Wheat,Agricultural
5240,5240,222.000000000000000,1572,7909,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Urban Shrubland,Developed
5241,5241,223.000000000000000,1572,7905,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Urban Deciduous Forest,Developed
5242,5242,2032.000000000000000,1572,7302,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood
5243,5243,129.000000000000000,1572,7907,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Urban Mixed Forest,Developed
5244,5244,1890.000000000000000,1572,7362,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian-Acadian Northern Pine Forest,Conifer
5245,5245,2264.000000000000000,1579,7362,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer
5246,5246,894.000000000000000,1572,9312,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Northeastern North American Temperate Forest Plantation,Conifer
5247,5247,2479.000000000000000,1572,9315,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Northern & Central Native Ruderal Forest,Conifer-Hardwood
5248,5248,156.000000000000000,1572,7927,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Developed Mixed Forest,Developed
5249,5249,83.000000000000000,1572,9317,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
5250,5250,75.000000000000000,1572,7906,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Urban Evergreen Forest,Developed
5251,5251,2958.000000000000000,1572,7977,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Pasture and Hayland,Agricultural
5252,5252,2324.000000000000000,1572,7239,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
5253,5253,75.000000000000000,1572,7926,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Developed Evergreen Forest,Developed
5254,5254,870.000000000000000,1579,9056,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian
5255,5255,196.000000000000000,1572,7298,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Developed-High Intensity,Developed-High Intensity
5256,5256,1176.000000000000000,1572,7976,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
5257,5257,34014.000000000000000,1579,9179,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Floodplain Forest,Riparian
5258,5258,35630.000000000000000,1579,9178,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior and Appalachian Rich Swamp,Riparian
5259,5259,621.000000000000000,1579,7302,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood
5260,5260,21.000000000000000,1572,9112,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer
5261,5261,2634.000000000000000,1579,7310,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
5262,5262,951.000000000000000,1579,9315,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Northern & Central Native Ruderal Forest,Conifer-Hardwood
5263,5263,1012.000000000000000,1579,7311,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Dry Oak Forest and Woodland,Hardwood
5264,5264,21.000000000000000,1579,7242,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Laurentian Oak Barrens,Hardwood
5265,5265,250.000000000000000,1579,7238,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Laurentian-Acadian Northern Oak Forest,Hardwood
5266,5266,5734.000000000000000,1579,7481,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian
5267,5267,519.000000000000000,1579,7927,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Developed Mixed Forest,Developed
5268,5268,669.000000000000000,1585,7296,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Developed-Low Intensity,Developed-Low Intensity
5269,5269,7464.000000000000000,1579,9177,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
5270,5270,16.000000000000000,2726,7290,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,North-Central Oak Barrens Herbaceous,Grassland
5271,5271,1182.000000000000000,1579,7299,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Developed-Roads,Developed-Roads
5272,5272,7080.000000000000000,1579,9117,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Laurentian-Acadian Floodplain Forest,Riparian
5273,5273,903.000000000000000,1579,9817,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Northern & Central Ruderal Meadow,Exotic Herbaceous
5274,5274,61.000000000000000,2726,9180,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,North-Central Interior Freshwater Marsh,Riparian
5275,5275,1961.000000000000000,1579,7974,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Row Crop,Agricultural
5276,5276,712.000000000000000,1579,7976,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
5277,5277,1316.000000000000000,1579,9314,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
5278,5278,487.000000000000000,1579,7296,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Developed-Low Intensity,Developed-Low Intensity
5279,5279,86.000000000000000,1579,7909,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Shrubland,Developed
5280,5280,226.000000000000000,1579,7908,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Herbaceous,Developed
5281,5281,21264.000000000000000,1576,7975,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Close Grown Crop,Agricultural
5282,5282,1314.000000000000000,1572,7310,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
5283,5283,5147.000000000000000,1585,7481,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian
5284,5284,2864.000000000000000,1585,9315,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Northern & Central Native Ruderal Forest,Conifer-Hardwood
5285,5285,896.000000000000000,1579,7977,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Pasture and Hayland,Agricultural
5286,5286,15986.000000000000000,1570,9177,13940_50_51,North-Central Interior Oak Savanna,Hardwood,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
5287,5287,104938.000000000000000,1570,9178,13940_50_51,North-Central Interior Oak Savanna,Hardwood,North-Central Interior and Appalachian Rich Swamp,Riparian
5288,5288,609.000000000000000,1579,7239,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
5289,5289,1798.000000000000000,1572,9178,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Interior and Appalachian Rich Swamp,Riparian
5290,5290,13572.000000000000000,1570,9179,13940_50_51,North-Central Interior Oak Savanna,Hardwood,North-Central Interior Floodplain Forest,Riparian
5291,5291,6.000000000000000,1572,7240,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian-Acadian Hardwood Forest,Hardwood
5292,5292,9602.000000000000000,1578,7314,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,North-Central Interior Maple-Basswood Forest,Hardwood
5293,5293,120.000000000000000,1572,7242,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian Oak Barrens,Hardwood
5294,5294,190.000000000000000,1572,7243,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian Pine-Oak Barrens,Conifer-Hardwood
5295,5295,362.000000000000000,1572,9314,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
5296,5296,170.000000000000000,1579,9312,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Northeastern North American Temperate Forest Plantation,Conifer
5297,5297,23.000000000000000,1572,7970,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Orchard,Agricultural
5298,5298,152.000000000000000,1572,7925,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Developed Deciduous Forest,Developed
5299,5299,55099.000000000000000,1570,9683,13940_50_51,North-Central Interior Oak Savanna,Hardwood,North-Central Interior Wet Meadow,Riparian
5300,5300,38.000000000000000,1572,7366,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer
5301,5301,97471.000000000000000,1566,7314,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior Maple-Basswood Forest,Hardwood
5302,5302,3.000000000000000,2726,9182,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,North-Central Interior Shrub Alkaline Fen,Riparian
5303,5303,215.000000000000000,1572,9177,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
5304,5304,875.000000000000000,1572,7238,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian-Acadian Northern Oak Forest,Hardwood
5305,5305,1306.000000000000000,1579,9318,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
5306,5306,517.000000000000000,1585,9118,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Laurentian-Acadian Freshwater Marsh,Riparian
5307,5307,868.000000000000000,1566,9117,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Laurentian-Acadian Floodplain Forest,Riparian
5308,5308,56.000000000000000,1571,7241,13950_50,North-Central Oak Barrens,Hardwood,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood
5309,5309,127.000000000000000,1579,9120,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Laurentian-Acadian Wet Meadow,Riparian
5310,5310,1345.000000000000000,1576,7310,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
5311,5311,150.000000000000000,1572,7395,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Oak Barrens Woodland,Hardwood
5312,5312,3402.000000000000000,1566,9177,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
5313,5313,1003.000000000000000,1580,9180,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,North-Central Interior Freshwater Marsh,Riparian
5314,5314,255.000000000000000,1572,7407,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian Pine Barrens,Conifer
5315,5315,275.000000000000000,1566,7395,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Oak Barrens Woodland,Hardwood
5316,5316,606.000000000000000,1566,7928,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Developed Shrubland,Developed
