OID_,Value,Count,Clip_bps_220,Clip_scls_230,BPS_MODEL,BPS_NAME,GROUPVEG,LABEL
691,691,7402.000000000000000,1894,2,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,B
692,692,51443.000000000000000,1894,7,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,UE
693,693,82094.000000000000000,1900,7,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,UE
694,694,113218.000000000000000,1900,6,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,UN
695,695,160286.000000000000000,1894,180,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Agriculture
696,696,42561.000000000000000,1894,120,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Developed
697,697,193744.000000000000000,1895,120,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Developed
698,698,232371.000000000000000,1900,3,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,C
699,699,5.000000000000000,1957,5,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,E
700,700,12.000000000000000,1956,132,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,Barren or Sparse
701,701,2.000000000000000,1948,5,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,E
702,702,6.000000000000000,1584,132,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,Barren or Sparse
703,703,2122.000000000000000,1570,5,13940_50_51,North-Central Interior Oak Savanna,Hardwood,E
704,704,3842.000000000000000,1570,132,13940_50_51,North-Central Interior Oak Savanna,Hardwood,Barren or Sparse
705,705,4603.000000000000000,1563,1,13100_44_50,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,A
706,706,2074151.000000000000000,1617,120,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Developed
707,707,4.000000000000000,1641,132,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Barren or Sparse
708,708,54153.000000000000000,1900,1,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,A
709,709,368778.000000000000000,1896,7,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,UE
710,710,579268.000000000000000,1896,120,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,Developed
711,711,761902.000000000000000,1896,2,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,B
712,712,1135280.000000000000000,1896,180,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,Agriculture
713,713,62876.000000000000000,1896,6,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,UN
714,714,324912.000000000000000,1896,3,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,C
715,715,183901.000000000000000,1901,7,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,UE
716,716,2.000000000000000,1957,4,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,D
717,717,181.000000000000000,1564,2,13110_50,North-Central Interior Dry Oak Forest and Woodland,Hardwood,B
718,718,6.000000000000000,1956,4,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,D
719,719,41.000000000000000,1949,1,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,A
720,720,139.000000000000000,1571,5,13950_50,North-Central Oak Barrens,Hardwood,E
721,721,8162.000000000000000,1618,5,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,E
722,722,31.000000000000000,1949,4,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,D
723,723,176.000000000000000,1564,6,13110_50,North-Central Interior Dry Oak Forest and Woodland,Hardwood,UN
724,724,1675.000000000000000,1571,6,13950_50,North-Central Oak Barrens,Hardwood,UN
725,725,416.000000000000000,1563,6,13100_44_50,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,UN
726,726,2970089.000000000000000,1619,3,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,C
727,727,2079572.000000000000000,1635,3,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,C
728,728,2177246.000000000000000,1638,3,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,C
729,729,79660.000000000000000,1638,1,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,A
730,730,2204614.000000000000000,1635,6,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,UN
731,731,269535.000000000000000,1635,7,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,UE
732,732,29667.000000000000000,1907,120,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Developed
733,733,17790.000000000000000,1907,2,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,B
734,734,28814.000000000000000,1907,6,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,UN
735,735,22535.000000000000000,1907,7,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,UE
736,736,7666.000000000000000,1571,1,13950_50,North-Central Oak Barrens,Hardwood,A
737,737,134.000000000000000,1571,2,13950_50,North-Central Oak Barrens,Hardwood,B
738,738,19260.000000000000000,1635,2,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,B
739,739,126121.000000000000000,1635,120,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,Developed
740,740,168395.000000000000000,1638,180,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Agriculture
741,741,195519.000000000000000,1638,7,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,UE
742,742,146917.000000000000000,1638,6,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,UN
743,743,309339.000000000000000,1635,180,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,Agriculture
744,744,491.000000000000000,1907,3,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,C
745,745,9913.000000000000000,1907,4,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,D
746,746,463566.000000000000000,1901,180,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,Agriculture
747,747,165051.000000000000000,1901,120,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,Developed
748,748,116210.000000000000000,1907,180,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Agriculture
749,749,266846.000000000000000,1901,3,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,C
750,750,431758.000000000000000,1901,2,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,B
751,751,79198.000000000000000,1901,1,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,A
752,752,77654.000000000000000,1900,2,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,B
753,753,798.000000000000000,1904,1,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,A
754,754,393.000000000000000,1896,1,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,A
755,755,83.000000000000000,1575,1,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,A
756,756,1070.000000000000000,1564,1,13110_50,North-Central Interior Dry Oak Forest and Woodland,Hardwood,A
757,757,342.000000000000000,1570,2,13940_50_51,North-Central Interior Oak Savanna,Hardwood,B
758,758,275278.000000000000000,1585,6,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,UN
759,759,4356.000000000000000,1585,120,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Developed
760,760,2088766.000000000000000,1619,7,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,UE
761,761,18701449.000000000000000,1619,180,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,Agriculture
762,762,6881109.000000000000000,1619,120,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,Developed
763,763,78641.000000000000000,1619,1,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,A
764,764,8179.000000000000000,1619,2,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,B
765,765,4862.000000000000000,1904,132,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,Barren or Sparse
766,766,10339.000000000000000,1890,132,13020_63,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Barren or Sparse
767,767,1040.000000000000000,1896,132,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,Barren or Sparse
768,768,378.000000000000000,1896,4,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,D
769,769,811.000000000000000,1890,4,13020_63,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,D
770,770,1.000000000000000,1944,3,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,C
771,771,6.000000000000000,1944,5,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,E
772,772,121.000000000000000,1949,132,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,Barren or Sparse
773,773,186088.000000000000000,1566,7,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,UE
774,774,150156.000000000000000,1566,3,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,C
775,775,117480.000000000000000,1566,6,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,UN
776,776,1036472.000000000000000,1566,180,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Agriculture
777,777,15.000000000000000,1563,2,13100_44_50,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,B
778,778,580295.000000000000000,1566,120,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Developed
779,779,3789.000000000000000,1572,120,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Developed
780,780,5666.000000000000000,1572,7,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,UE
781,781,7839.000000000000000,1572,5,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,E
782,782,13828.000000000000000,1572,180,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Agriculture
783,783,5094.000000000000000,1565,1,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,A
784,784,6016.000000000000000,1572,4,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,D
785,785,43535.000000000000000,1579,3,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,C
786,786,103734.000000000000000,1579,6,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,UN
787,787,6029.000000000000000,1579,7,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,UE
788,788,2490.000000000000000,1579,120,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Developed
789,789,48048.000000000000000,1585,4,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,D
790,790,4071.000000000000000,1579,180,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,Agriculture
791,791,16175.000000000000000,1585,7,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,UE
792,792,1670.000000000000000,1585,2,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,B
793,793,59.000000000000000,1572,3,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,C
794,794,760.000000000000000,1566,2,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,B
795,795,50.000000000000000,1572,6,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,UN
796,796,178.000000000000000,1572,1,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,A
797,797,14062.000000000000000,1638,2,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,B
798,798,68075.000000000000000,1638,120,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Developed
799,799,397.000000000000000,1638,132,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Barren or Sparse
800,800,384.000000000000000,1635,132,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,Barren or Sparse
801,801,47286.000000000000000,1908,7,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,UE
802,802,94553.000000000000000,1908,2,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,B
803,803,205882.000000000000000,1908,180,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,Agriculture
804,804,1630.000000000000000,1908,1,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,A
805,805,19919.000000000000000,1908,6,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,UN
806,806,368.000000000000000,1895,132,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Barren or Sparse
807,807,202.000000000000000,1907,132,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Barren or Sparse
808,808,80.000000000000000,1901,132,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,Barren or Sparse
809,809,67657.000000000000000,1908,120,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,Developed
810,810,3.000000000000000,1944,4,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,D
811,811,10.000000000000000,1956,5,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,E
812,812,30111.000000000000000,1585,180,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Agriculture
813,813,4.000000000000000,1572,2,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,B
814,814,410.000000000000000,1571,132,13950_50,North-Central Oak Barrens,Hardwood,Barren or Sparse
815,815,276.000000000000000,1635,1,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,A
816,816,7798.000000000000000,1619,132,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,Barren or Sparse
817,817,21145.000000000000000,1617,1,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,A
818,818,761.000000000000000,1563,132,13100_44_50,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Barren or Sparse
819,819,961.000000000000000,1579,2,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,B
820,820,98.000000000000000,1585,3,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,C
821,821,4.000000000000000,1572,132,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Barren or Sparse
822,822,3517.000000000000000,1566,132,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Barren or Sparse
823,823,6.000000000000000,1579,1,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,A
824,824,6373.000000000000000,1617,6,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,UN
825,825,2500.000000000000000,1897,180,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,Agriculture
826,826,5198.000000000000000,1897,2,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,B
827,827,1673.000000000000000,1897,7,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,UE
828,828,1699.000000000000000,1897,3,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,C
829,829,840.000000000000000,1897,120,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,Developed
830,830,305.000000000000000,1897,1,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,A
831,831,23.000000000000000,1906,1,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,A
832,832,9.000000000000000,1900,5,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,E
833,833,1135.000000000000000,1894,1,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,A
834,834,1120.000000000000000,1894,3,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,C
835,835,1.000000000000000,1944,180,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,Agriculture
836,836,1.000000000000000,1907,1,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,A
837,837,1.000000000000000,1576,2,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,B
838,838,275654.000000000000000,1565,120,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,Developed
839,839,82638.000000000000000,1565,3,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,C
840,840,78093.000000000000000,1565,7,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,UE
841,841,455377.000000000000000,1565,180,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,Agriculture
842,842,11.000000000000000,1585,132,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Barren or Sparse
843,843,61.000000000000000,1585,1,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,A
844,844,348.000000000000000,1906,132,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,Barren or Sparse
845,845,414.000000000000000,1900,132,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,Barren or Sparse
846,846,28.000000000000000,1901,5,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,E
847,847,9541.000000000000000,1905,120,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Developed
848,848,55468.000000000000000,1905,180,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Agriculture
849,849,11334.000000000000000,1893,120,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Developed
850,850,10144.000000000000000,1893,180,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Agriculture
851,851,15.000000000000000,1895,5,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,E
852,852,18267.000000000000000,1893,2,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,B
853,853,30.000000000000000,1895,4,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,D
854,854,5838.000000000000000,1898,6,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,UN
855,855,3916.000000000000000,1898,3,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,C
856,856,956.000000000000000,1898,7,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,UE
857,857,417.000000000000000,1908,132,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,Barren or Sparse
858,858,3.000000000000000,1900,4,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,D
859,859,2908.000000000000000,1893,7,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,UE
860,860,109.000000000000000,1893,1,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,A
861,861,21549.000000000000000,1905,3,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C
862,862,5.000000000000000,1566,1,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,A
863,863,4.000000000000000,2725,132,13620_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Barren or Sparse
864,864,406.000000000000000,1565,2,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,B
865,865,243050.000000000000000,1630,120,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,Developed
866,866,70481.000000000000000,1630,3,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,C
867,867,46431.000000000000000,1630,7,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,UE
868,868,270118.000000000000000,1630,180,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,Agriculture
869,869,1015.000000000000000,1630,2,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,B
870,870,7641.000000000000000,1630,1,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,A
871,871,515.000000000000000,1630,6,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,UN
872,872,536988.000000000000000,1626,120,13940_50_51,North-Central Interior Oak Savanna,Hardwood,Developed
873,873,3241.000000000000000,1626,1,13940_50_51,North-Central Interior Oak Savanna,Hardwood,A
874,874,40274.000000000000000,1626,3,13940_50_51,North-Central Interior Oak Savanna,Hardwood,C
875,875,80063.000000000000000,1626,4,13940_50_51,North-Central Interior Oak Savanna,Hardwood,D
876,876,61469.000000000000000,1626,7,13940_50_51,North-Central Interior Oak Savanna,Hardwood,UE
877,877,494417.000000000000000,1626,180,13940_50_51,North-Central Interior Oak Savanna,Hardwood,Agriculture
878,878,1914.000000000000000,1898,180,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,Agriculture
879,879,22.000000000000000,1903,132,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,Barren or Sparse
880,880,14977.000000000000000,1905,7,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,UE
881,881,16848.000000000000000,1905,4,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,D
882,882,5795.000000000000000,1905,2,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,B
883,883,466.000000000000000,1893,3,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,C
884,884,28.000000000000000,1908,3,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,C
885,885,3802.000000000000000,1905,1,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,A
886,886,22467.000000000000000,1902,7,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,UE
887,887,74900.000000000000000,1902,180,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Agriculture
888,888,35778.000000000000000,1902,6,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,UN
889,889,36522.000000000000000,1582,7,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,UE
890,890,12314.000000000000000,1582,1,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,A
891,891,382042.000000000000000,1582,3,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,C
892,892,18384.000000000000000,1582,120,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Developed
893,893,46991.000000000000000,1582,180,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Agriculture
894,894,50477.000000000000000,1582,6,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,UN
895,895,156.000000000000000,1617,2,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,B
896,896,242.000000000000000,1898,4,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,D
897,897,1659.000000000000000,1898,120,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,Developed
898,898,19881.000000000000000,1902,120,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Developed
899,899,36912.000000000000000,1902,3,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,C
900,900,20788.000000000000000,1902,2,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,B
901,901,373.000000000000000,1898,2,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,B
902,902,61.000000000000000,1576,132,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,Barren or Sparse
903,903,1965.000000000000000,1582,2,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,B
904,904,1091.000000000000000,1565,132,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,Barren or Sparse
905,905,5.000000000000000,1902,1,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,A
906,906,37.000000000000000,1582,132,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Barren or Sparse
907,907,3425.000000000000000,1617,132,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Barren or Sparse
908,908,1701.000000000000000,1618,132,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Barren or Sparse
909,909,4.000000000000000,1901,4,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,D
910,910,10.000000000000000,1587,7,15170_42_49_50,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,UE
911,911,1.000000000000000,1587,180,15170_42_49_50,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,Agriculture
912,912,37912.000000000000000,1631,6,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,UN
913,913,144815.000000000000000,1631,120,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Developed
914,914,39046.000000000000000,1631,7,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,UE
915,915,412956.000000000000000,1631,180,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Agriculture
916,916,618.000000000000000,1631,2,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,B
917,917,58.000000000000000,1631,1,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,A
